id,created,cus_mail,cus_name,cus_mobi,course_mode_id,course_schedule,payment_amount,payment_status,cus_pic_id,lead_source,payment_date,payment_method,total_fee,lead_id,actually_received,original_fee,cus_location_id
1819,2022-06-27 19:54:49,bbonilla@example.org,Timothy Villarreal MD,754-657-9235,,072022,10999000,Fully-paid,1593,FB,2022-06-27 00:00:00,,10999000,14760,10999000,,1
1820,2022-06-27 19:58:05,mgonzales@example.net,Katelyn Watson,(711)921-6336,3,062022,1299000,Fully-paid,1593,FB,2022-06-27 00:00:00,FB,1299000,,1299000,,2
1821,2022-06-27 20:03:09,nicholas24@example.net,Mathew Flowers,(773)984-9470x254,,062022,4699000,Fully-paid,1593,WL,2022-06-27 00:00:00,FB,4699000,14665,4699000,,1
1822,2022-06-27 20:53:54,nicholas77@example.org,Jeffrey Garner,4096006930,,062022,2350000,Deposit,5457,GL,2022-06-27 00:00:00,FB,4699000,14667,2350000,,1
1823,2022-06-28 09:17:19,ryanedwards@example.org,Latoya Pearson,+1-353-209-8132x727,,062022,3500000,Fully-paid,1659,GL,2022-06-28 00:00:00,FB,3500000,14765,3500000,,1
1824,2022-06-28 14:09:55,juliawilliams@example.com,Samuel Bean,(249)620-1658,,062022,5000000,Fully-paid,1593,TDF,2022-06-28 00:00:00,FB,5000000,14753,5000000,,1
1825,2022-06-28 14:15:42,richardlowe@example.net,Taylor Walker,902.993.7895x5808,,,37500000,Deposit,1659,TTK,2022-06-28 00:00:00,GG,67800000,,37500000,,1
1826,2022-06-28 15:42:11,yvettearcher@example.com,Sabrina Jordan,8794230129,,062022,11799000,Fully-paid,1593,FB,2022-06-28 00:00:00,FB,11799000,13840,11799000,,1
1827,2022-06-28 16:33:01,evillarreal@example.com,Meghan Hamilton,475-565-6653,,062022,6000000,Deposit,1593,FB,2022-06-28 00:00:00,FB,11500000,14737,6000000,,1
1828,2022-06-29 10:15:23,kelseyyoung@example.net,Tony Schneider,769-950-1793x24816,,062022,1600000,Deposit,7779,FB,2022-06-29 00:00:00,FB,3200000,14797,1600000,,1
1829,2022-06-29 11:24:28,qsmith@example.org,John Anderson,001-800-714-8368x310,,062022,5899000,Past due,5457,FB,2022-06-29 00:00:00,TL,11799000,,5899000,,1
1830,2022-06-29 11:35:12,johnsonhunter@example.com,Mrs. Michelle Serrano,+1-900-667-1746x846,,062022,3666000,Fully-paid,1593,GL,2022-06-29 00:00:00,FB,3666000,14808,3666000,,1
1831,2022-06-29 12:41:23,tjohnson@example.com,David Morgan,001-704-476-3622x2187,,072022,5100000,Deposit,5457,TTK,2022-06-29 00:00:00,FB,10200000,14814,5100000,,2
1832,2022-06-29 15:26:45,harold91@example.net,Maria Francis,5988477091,,072022,10499000,Fully-paid,1593,FB,2022-06-29 00:00:00,FB,10499000,14816,10499000,,1
1833,2022-06-29 16:24:26,erikhawkins@example.com,Caitlin Warner,299-326-7192,,072022,8600000,Fully-paid,1593,TDF,2022-06-29 00:00:00,FB,8600000,14560,8600000,,1
1834,2022-06-29 16:41:55,debrapadilla@example.com,Janice Mitchell,451.561.5208,,,5750000,Past due,1593,FB,2022-06-29 00:00:00,FB,11500000,,5750000,,2
1835,2022-06-29 16:49:54,kayla09@example.org,Melissa West,238-697-9183,,062022,5300000,Fully-paid,5457,GL,2022-06-29 00:00:00,TL,5300000,14396,5300000,,2
1836,2022-06-29 17:03:23,jacquelinereilly@example.com,Terry Duffy,895-510-2272x8754,,072022,9750000,Fully-paid,7779,FB,2022-06-29 00:00:00,FB,9750000,14817,9750000,,1
1837,2022-06-29 20:18:00,hallconnor@example.org,Juan Keller,408-439-9861,,072022,11050000,Fully-paid,5457,FB,2022-06-29 00:00:00,TL,11050000,14829,11050000,,2
1838,2022-06-29 21:07:23,kathleen38@example.net,Michelle Chen,675-418-7183x6700,2,,5250000,Past due,1593,FB,2022-06-29 00:00:00,FB,10500000,,5250000,,5
1839,2022-06-29 21:16:40,zachary97@example.com,Tony Martin,(246)537-8861x1513,,062022,4300000,Fully-paid,1659,FB,2022-06-29 00:00:00,FB,4300000,14420,4300000,,1
1840,2022-06-29 21:23:14,nicolemartinez@example.net,Heather Woods,861-404-7294x329,,072022,5000000,Fully-paid,5457,EV,2022-06-29 00:00:00,,5000000,14830,5000000,,2
2442,2022-09-08 11:39:59,jacksonlindsay@example.org,Jacob Anderson,297.209.1614,2,092022,2500000,Deposit,8610,EVQ,2022-09-07 00:00:00,FB,4899000,19110,2500000,8650000,1
1841,2022-06-30 09:09:40,sarahrobinson@example.net,Anthony Reeves,001-664-552-9804,,072022,3899000,Fully-paid,1659,FB,2022-06-29 00:00:00,FB,3899000,,3899000,,1
1842,2022-06-30 09:11:36,francisrichard@example.org,April Williams,279-882-3461x235,,072022,3899000,Fully-paid,1659,FB,2022-06-29 00:00:00,,3899000,,3899000,,1
1843,2022-06-30 09:55:22,ginaharvey@example.com,Kevin Klein,+1-442-334-0248x24733,,072022,3150000,Fully-paid,1659,FB,2022-06-30 00:00:00,FB,3150000,14838,3150000,,2
1844,2022-06-30 10:20:18,christina30@example.org,Ariana Stark,+1-594-660-8094x852,,062022,9500000,Fully-paid,1593,GL,2022-06-30 00:00:00,FB,9500000,14839,9500000,,1
1845,2022-06-30 10:22:01,gardnerthomas@example.org,Melissa Perez,218-458-0455,,072022,9500000,Fully-paid,1593,FB,2022-06-30 00:00:00,FB,9500000,14738,9500000,,1
1846,2022-06-30 10:49:19,hunttimothy@example.com,Deborah Harris,001-338-755-8704,,,5700000,Past due,1593,GL,2022-06-30 00:00:00,FB,11400000,,5700000,,1
1853,2022-06-30 13:55:45,laurajames@example.com,John Jackson,(243)406-4231x85012,,072022,4966000,Fully-paid,7779,FB,2022-06-30 00:00:00,FB,4966000,14790,4966000,,1
1851,2022-06-30 13:50:34,fergusonmadison@example.net,Russell Silva,001-267-801-8093,,062022,4390000,Fully-paid,1593,FB,2022-06-30 00:00:00,FB,4390000,,4390000,,1
1854,2022-06-30 13:58:56,marybarnett@example.com,Phillip Lee,666.433.8351x862,,,2683000,Past due,1593,FB,2022-06-30 00:00:00,FB,5366000,,2683000,,1
1852,2022-06-30 13:53:27,mhernandez@example.net,Katie Allen,727-968-3528,,072022,4390000,Fully-paid,1593,FB,2022-06-30 00:00:00,FB,4390000,,4390000,,1
1855,2022-06-30 14:10:01,john18@example.com,Kari Gibson,699-313-6797,,062022,4750000,Past due,5457,FB,2022-06-30 00:00:00,FB,9500000,,4750000,,2
1857,2022-06-30 14:24:32,thomasjenkins@example.org,Susan Bowers,9919628945,,072022,4099000,Fully-paid,1593,FB,2022-06-30 00:00:00,FB,4099000,,4099000,,2
1859,2022-06-30 14:32:29,ryan72@example.org,Raymond Williams,217-383-7675,,072022,4299000,Fully-paid,1659,FB,2022-06-30 00:00:00,GG,4299000,,4299000,,2
1861,2022-06-30 15:24:45,pbarron@example.org,Jonathan Anderson,218.710.9855x9412,,072022,4466000,Fully-paid,1659,FB,2022-06-30 00:00:00,FB,4466000,14849,4466000,,2
1862,2022-06-30 16:03:59,zsutton@example.org,Mark Davidson,(723)793-4953x8016,,072022,2500000,Deposit,5457,FB,2022-06-30 00:00:00,FB,5000000,14850,2500000,,2
1863,2022-06-30 16:07:08,maxwellschwartz@example.com,Mary Crawford,891.840.6271,,072022,5000000,Fully-paid,5457,EV,2022-06-30 00:00:00,FB,5000000,14851,5000000,,2
1864,2022-06-30 17:03:33,yochoa@example.com,Michele Mccoy,374.693.1828x94206,,072022,7675000,Deposit,5457,FB,2022-06-30 00:00:00,TL,15350000,14852,7675000,,2
1865,2022-06-30 17:23:21,lisa40@example.com,Jacob Blackwell,458-810-4278x6037,,072022,2000000,Deposit,1659,FB,2022-06-30 00:00:00,TL,5166000,14743,2000000,,1
1866,2022-06-30 17:23:28,scottsean@example.com,Kenneth Lawrence,530-874-3333,,072022,4875000,Deposit,7779,EV,2022-06-30 00:00:00,FB,9750000,13786,4875000,,1
1867,2022-06-30 17:34:22,tammywatson@example.org,Marvin Martin,368-874-5543x025,,072022,4000000,Fully-paid,1593,FB,2022-06-30 00:00:00,FB,4000000,14741,4000000,,2
1868,2022-06-30 17:35:46,ggardner@example.org,Carolyn Smith,+1-369-315-2599x81945,,072022,4000000,Fully-paid,1593,GL,2022-06-30 00:00:00,FB,4000000,14844,4000000,,2
1869,2022-06-30 17:47:34,ianbrandt@example.org,Charles Fernandez Jr.,(683)718-2664x751,,072022,4875000,Fully-paid,7779,EV,2022-06-30 00:00:00,TL,9750000,13780,4875000,,1
1870,2022-06-30 17:47:35,danahebert@example.com,Denise Cooley,541.216.6329,,072022,4875000,Fully-paid,5457,EV,2022-06-30 00:00:00,TL,9750000,,4875000,,1
1871,2022-06-30 18:13:59,brian38@example.net,Vincent Massey,+1-792-312-4048x3552,,072022,3466000,Fully-paid,1659,FB,2022-06-30 00:00:00,FB,3466000,13580,3466000,,1
1872,2022-06-30 19:14:20,wallaceraymond@example.net,Linda Johnson,599.377.4710,,072022,5000000,Fully-paid,5457,WL,2022-06-30 00:00:00,FB,5000000,14584,5000000,,1
1873,2022-06-30 19:35:13,julie03@example.com,Casey Williams,329.930.9477x234,,072022,1500000,Fully-paid,5457,FB,2022-06-30 00:00:00,FB,1500000,14855,1500000,,1
1874,2022-06-30 21:13:01,yatesjames@example.org,Amy Rodriguez,343-764-8639x4737,,072022,9750000,Fully-paid,1659,FB,2022-06-30 00:00:00,FB,9750000,14746,9750000,,1
1875,2022-06-30 22:55:47,paul71@example.net,Christina Wood,827-811-3651x2433,,072022,2000000,Deposit,1593,FB,2022-06-30 00:00:00,FB,5000000,14860,2000000,,1
1876,2022-06-30 23:00:24,kenneth19@example.org,Kathleen Orozco,001-295-807-1989x4941,,072022,1500000,Fully-paid,1593,GL,2022-06-30 00:00:00,FB,1500000,14861,1500000,,1
1877,2022-07-01 08:43:29,wardronnie@example.com,Gina Reese,649-904-0011x2160,,072022,5500000,Deposit,1593,GL,2022-07-01 00:00:00,FB,11000000,14875,5500000,,1
1878,2022-07-01 15:40:27,hjenkins@example.org,Bianca Thomas MD,204.565.2497x632,,072022,5100000,Past due,5457,TTK,2022-07-01 00:00:00,FB,10200000,,5100000,,2
1879,2022-07-02 10:05:15,scott17@example.net,Zachary Short,8442152093,,072022,1500000,Deposit,7779,FB,2022-07-02 00:00:00,FB,7000000,14903,1500000,,1
1880,2022-07-02 18:53:37,patricksparks@example.org,Ryan Steele,001-650-907-6874x959,,062022,3000000,Fully-paid,5457,AFF,2022-07-02 00:00:00,FB,3000000,14911,3000000,,1
1881,2022-07-03 20:12:12,melissa53@example.org,Alexa Callahan,+1-762-311-1313x46095,,072022,4100000,Fully-paid,1593,WL,2022-07-03 00:00:00,FB,4100000,14776,4100000,,1
1882,2022-07-03 20:17:41,elong@example.com,Joseph Bradley,(252)427-5854x8039,,072022,4000000,Fully-paid,1593,GL,2022-07-03 00:00:00,FB,4000000,14922,4000000,,2
1883,2022-07-04 19:40:51,frodriguez@example.net,Stephen Oconnor,3845176896,,072022,5366000,Fully-paid,1593,FB,2022-07-04 00:00:00,FB,5366000,,5366000,,1
1884,2022-07-04 19:44:15,johnsontimothy@example.net,James Glenn,+1-799-791-3775x398,,072022,5300000,Fully-paid,1593,GL,2022-07-04 00:00:00,FB,5300000,,5300000,,2
1885,2022-07-04 23:31:48,omargraham@example.com,Alex Harrell,477.709.0516x22606,2,072022,1800000,Fully-paid,1659,GL,2022-07-04 00:00:00,TL,1800000,,1800000,,5
1917,2022-07-08 15:15:53,kingchristopher@example.org,Katie Gilbert,240.216.6256x4448,,072022,3000000,Fully-paid,5457,FB,2022-07-08 00:00:00,FB,3000000,13981,3000000,,1
1888,2022-07-05 09:20:39,raymond12@example.org,Scott Garcia,922-623-9904x1092,,072022,2250000,Fully-paid,7779,FB,2022-07-04 00:00:00,FB,2250000,14948,2250000,,1
1889,2022-07-05 09:39:23,schneiderrita@example.com,Carly Lee,715-761-0898x34508,,,1750000,Past due,1593,TDF,2022-07-03 00:00:00,FB,3500000,,1750000,,1
1890,2022-07-05 10:21:24,jordan03@example.org,John Ferguson,001-813-224-1866x092,,072022,1000000,Deposit,1593,FB,2022-07-05 00:00:00,FB,7000000,,1000000,,2
1891,2022-07-05 10:24:26,iharvey@example.net,Ryan Carr,001-573-742-5870,,072022,500000,Deposit,1593,TDF,2022-07-05 00:00:00,FB,7000000,,500000,,2
1892,2022-07-05 10:24:26,joshuafoley@example.net,Kenneth Wilkerson,001-887-769-9920x32467,,072022,500000,Deposit,5457,TDF,2022-07-05 00:00:00,FB,7000000,,500000,,2
1895,2022-07-05 14:39:30,amy50@example.org,Anthony Olson,001-485-247-2280,,072022,11799000,Fully-paid,1659,FB,2022-07-05 00:00:00,TL,11799000,14883,11799000,,2
1897,2022-07-05 15:35:40,cranewilliam@example.org,Shawn Kerr,001-979-685-8977x54319,,072022,5399000,Fully-paid,5457,WL,2022-07-05 00:00:00,FB,5399000,14919,5399000,,1
1898,2022-07-05 18:30:30,tammyalexander@example.net,John Stein,299.425.6237x39085,,072022,10500000,Fully-paid,1659,TDF,2022-07-05 00:00:00,TL,10500000,,10500000,,2
1903,2022-07-06 19:12:04,robersonscott@example.net,Michael Larson,871.798.3125x577,,072022,3666000,Fully-paid,1659,FB,2022-07-06 00:00:00,FB,3666000,15020,3666000,,1
1900,2022-07-06 14:01:11,velasquezkenneth@example.org,David Johnson,895-314-9335,,072022,5166000,Fully-paid,5457,FB,2022-07-06 00:00:00,FB,5166000,15013,5166000,,2
2427,2022-09-06 20:33:26,sarahwolf@example.net,Victoria Neal,383.689.0309,2,092022,2000000,Deposit,1593,TDF,2022-09-06 00:00:00,FB,10200000,19010,2000000,17000000,2
1901,2022-07-06 15:15:11,gilmoreholly@example.net,Bobby Wright,676-842-0545x664,,072022,1800000,Fully-paid,1593,FB,2022-07-06 00:00:00,FB,1800000,15014,1800000,,1
1902,2022-07-06 15:46:12,larsenjoseph@example.org,Sarah Hill,(624)958-0466,,072022,1000000,Deposit,1659,FB,2022-07-05 00:00:00,FB,5166000,,1000000,,2
1904,2022-07-07 11:46:52,ronald66@example.net,Brandon Green,239-261-7502,,072022,5500000,Deposit,7779,FB,2022-07-07 00:00:00,FB,10999000,15040,5500000,,1
1905,2022-07-07 21:23:42,ldunn@example.com,Stacy Pacheco,665.720.5263x804,,072022,2849000,Past due,5457,GL,2022-07-07 00:00:00,FB,5699000,,2849000,,5
1906,2022-07-07 22:56:13,duartebrandi@example.com,Taylor Bailey,(547)542-4847,2,999999,3466000,Fully-paid,1659,UP,2022-07-07 00:00:00,FB,3466000,,3466000,,5
1907,2022-07-08 09:33:45,annprice@example.com,Leslie Dyer,+1-953-267-1357,,072022,3000000,Past due,5457,FB,2022-07-08 00:00:00,FB,9000000,,3000000,,1
1908,2022-07-08 09:37:10,claytonflores@example.org,Corey Hawkins,(558)270-2767,,072022,4299000,Fully-paid,1593,GL,2022-07-08 00:00:00,FB,4299000,14980,4299000,,2
2064,2022-07-27 11:13:44,ramosleslie@example.net,Destiny Pham,433.367.7307x363,2,082022,10999000,Fully-paid,1659,FB,2022-07-27 00:00:00,FB,10999000,16461,10999000,,1
1909,2022-07-08 09:43:11,jstein@example.com,Frank Stephens,(668)311-7380,,072022,3600000,Fully-paid,1593,TDF,2022-07-08 00:00:00,FB,3600000,15006,3600000,,1
1910,2022-07-08 10:07:23,kevin92@example.net,Aaron Ford,001-473-713-9955,,072022,4875000,Fully-paid,5457,FB,2022-07-08 00:00:00,FB,9750000,14977,4875000,,1
1911,2022-07-08 10:07:24,andreabrown@example.com,Andrew Nunez MD,001-499-447-8365x7991,,072022,4875000,Fully-paid,7779,FB,2022-07-08 00:00:00,FB,9750000,,4875000,,1
1912,2022-07-08 14:00:21,laurie97@example.com,Jeffrey Wright,269-575-0206x53006,,072022,3666000,Fully-paid,1593,FB,2022-07-08 00:00:00,FB,3666000,15048,3666000,,1
1990,2022-07-19 15:22:34,hlane@example.net,Ashlee Wagner,890-373-5353x662,1,072022,5366000,Fully-paid,5457,FB,2022-07-19 00:00:00,FB,5366000,15441,0,,2
1936,2022-07-13 10:58:45,vickie45@example.org,Brittany Marsh,(879)287-5145,,072022,5366000,Fully-paid,1593,GL,2022-07-13 00:00:00,FB,5366000,15120,5366000,,1
1918,2022-07-08 16:47:55,kellidavis@example.com,Christopher Brock,001-766-418-3487x207,,072022,11799000,Fully-paid,5457,FB,2022-07-08 00:00:00,FB,11799000,15008,11799000,,2
1915,2022-07-08 14:15:03,collinskimberly@example.net,Bianca Edwards,5715323199,,072022,5900000,Fully-paid,1659,FB,2022-07-08 00:00:00,FB,11800000,15033,5900000,,1
1916,2022-07-08 14:15:03,brian32@example.net,Bonnie Hughes,620-237-3830x873,,072022,5900000,Deposit,1593,FB,2022-07-08 00:00:00,FB,11800000,,5900000,,1
1919,2022-07-08 16:57:08,ibarrera@example.net,Lee Love,(955)758-5819,,072022,11800000,Fully-paid,1593,WL,2022-07-08 00:00:00,FB,11800000,15016,11800000,,2
1920,2022-07-08 18:33:08,qcooper@example.org,Emily Webster DVM,375.299.1881x1212,,062022,1600000,Past due,7779,FB,2022-07-08 00:00:00,FB,3200000,,1600000,,1
1921,2022-07-08 20:40:04,bellkathleen@example.net,Carolyn Fields,001-921-752-0199x5722,,072022,2000000,Fully-paid,1593,FB,2022-07-08 00:00:00,FB,2000000,13316,2000000,,2
1922,2022-07-11 17:07:52,spalmer@example.com,Morgan Willis,(894)824-1734,,072022,4699000,Fully-paid,1659,TDF,2022-07-10 00:00:00,FB,4699000,14182,4699000,,1
1923,2022-07-11 17:13:13,john33@example.com,Kristin Le,(609)208-5697x0991,,072022,3200000,Fully-paid,1593,TDF,2022-07-11 00:00:00,FB,3200000,14925,3200000,,1
1924,2022-07-11 17:16:48,ruizjulia@example.net,Lindsey King,(359)995-4837,,072022,3300000,Fully-paid,1593,TDF,2022-07-11 00:00:00,FB,3300000,15043,3300000,,2
1925,2022-07-11 17:22:13,robert84@example.org,Heidi Norton,472.307.0951,,072022,3300000,Fully-paid,1593,GL,2022-07-11 00:00:00,FB,3300000,15070,3300000,,2
1926,2022-07-12 10:34:30,robert09@example.net,Lisa Flores,779-572-5359x0318,,072022,8299000,Fully-paid,1659,FB,2022-07-12 00:00:00,FB,8299000,14882,8299000,,1
1927,2022-07-12 10:38:06,paul61@example.org,Mrs. Michelle Phillips DDS,847-350-9582x425,3,072022,3500000,Past due,5457,FB,2022-07-12 00:00:00,FB,7000000,,3500000,,2
1939,2022-07-13 21:08:25,masonsalas@example.net,Linda Mccarty,719.985.3640x025,,072022,4699000,Fully-paid,1593,FB,2022-07-12 00:00:00,FB,4699000,15091,4699000,,1
1929,2022-07-12 11:53:00,jamesanne@example.com,Matthew Ritter,724-787-8624x93089,3,,2500000,Past due,1593,GL,2022-07-09 00:00:00,FB,5000000,,2500000,,5
1930,2022-07-12 11:58:02,vbrown@example.org,Tina Pierce,001-603-919-8410,,,5750000,Past due,1593,GL,2022-07-09 00:00:00,FB,11500000,,5750000,,2
1931,2022-07-12 12:04:42,qmitchell@example.com,Edward Russell,+1-751-646-3187,,072022,6000000,Fully-paid,1593,FB,2022-07-09 00:00:00,FB,6000000,15093,6000000,,1
1934,2022-07-12 22:01:14,thomassarah@example.com,John Mayer,841.618.1429,2,072022,6000000,Fully-paid,1593,UP,2022-07-12 00:00:00,FB,6000000,,6000000,,5
1937,2022-07-13 19:49:04,christopher29@example.net,Luis Johnson,297.477.4301,,072022,4000000,Past due,1593,GL,2022-07-13 00:00:00,FB,5000000,,4000000,,2
1938,2022-07-13 20:58:55,brianhebert@example.net,Jeffrey Scott,261.850.0135x81081,,072022,4300000,Fully-paid,1593,GL,2022-07-13 00:00:00,FB,4300000,15140,4300000,,2
1940,2022-07-14 09:23:07,christy51@example.net,Joshua Ramsey,503.881.0833x93053,,072022,1000000,Deposit,5457,FB,2022-07-13 00:00:00,FB,11299000,14755,1000000,,2
1941,2022-07-14 09:23:17,stricklanddavid@example.net,Catherine Williams,570.649.6032x331,,072022,5366000,Fully-paid,1659,AFF,2022-07-13 00:00:00,FB,5366000,15042,5366000,,1
1942,2022-07-14 09:56:30,nancythompson@example.net,Jim Wu,554-784-4213x924,,072022,10999000,Fully-paid,1659,TDF,2022-07-14 00:00:00,FB,10999000,15095,10999000,,2
1944,2022-07-14 10:03:36,mparker@example.net,Patrick Richardson,(544)428-4062,,072022,3600000,Fully-paid,1659,WL,2022-07-14 00:00:00,FB,3600000,15094,3600000,,2
1945,2022-07-14 11:23:54,transherri@example.com,Nancy Parks,740.257.0695x640,,072022,5366000,Fully-paid,1593,WL,2022-07-14 00:00:00,FB,5366000,14582,5366000,,2
1946,2022-07-14 11:28:20,pwhite@example.com,Keith Pacheco,+1-991-952-2348x8011,,072022,3950000,Deposit,1593,FB,2022-07-14 00:00:00,FB,7900000,15050,3950000,,2
1947,2022-07-14 14:00:03,agreene@example.net,Lauren Jimenez,(245)810-4304,,072022,4299000,Fully-paid,1593,FB,2022-07-14 00:00:00,FB,4299000,15161,4299000,,2
1948,2022-07-14 16:35:41,kristineperez@example.net,Stephanie Koch,(475)426-2710x739,,072022,4300000,Fully-paid,1593,FB,2022-07-14 00:00:00,FB,4300000,14991,4300000,,2
1949,2022-07-14 17:29:49,zbaker@example.net,Regina Ayers PhD,8647419020,,072022,9466000,Fully-paid,1593,FB,2022-07-14 00:00:00,TL,9466000,15170,9466000,,2
1950,2022-07-14 18:51:12,johnnymoore@example.org,Jeanette Raymond,(966)267-3882,,072022,4699000,Fully-paid,1593,TDF,2022-07-14 00:00:00,FB,4699000,14641,4699000,,1
1951,2022-07-15 09:00:34,shanearnold@example.org,Kellie Lloyd,+1-995-719-9790x8539,,,2000000,Past due,1593,GL,2022-07-14 00:00:00,TL,4000000,,2000000,,2
1952,2022-07-15 09:03:01,sheppardryan@example.org,Susan Olson,887.326.0302,,,2000000,Past due,1593,GL,2022-07-14 00:00:00,TL,4000000,,2000000,,2
1953,2022-07-15 09:38:03,adamspatrick@example.net,Jeremiah Warren,+1-490-422-7240,,072022,1800000,Fully-paid,1593,FB,2022-07-15 00:00:00,FB,1800000,15249,1800000,,1
1954,2022-07-15 14:31:09,millerbrooke@example.org,Dawn Campbell,467.835.2203x07473,,072022,4130000,Fully-paid,1659,TDF,2022-07-15 00:00:00,FB,4130000,14668,4130000,,2
1955,2022-07-15 15:15:34,charlesatkins@example.net,Heather Summers,001-778-854-1374x89659,,072022,2065000,Fully-paid,5457,TTK,2022-07-15 00:00:00,GG,4130000,15259,2065000,,1
1956,2022-07-15 15:15:34,david30@example.org,Amanda Durham,+1-393-784-7441x16158,,072022,2065000,Fully-paid,1593,TTK,2022-07-15 00:00:00,GG,4130000,,2065000,,1
1957,2022-07-15 17:14:23,glenn38@example.net,Shawn Snow,781-552-5005x931,,072022,10999000,Fully-paid,1659,WL,2022-07-15 00:00:00,FB,10999000,15246,10999000,,1
1958,2022-07-15 22:24:06,lsmith@example.net,Thomas Flores,+1-768-920-4510x912,,072022,4699000,Fully-paid,5457,FB,2022-07-15 00:00:00,FB,4699000,15265,4699000,,1
1959,2022-07-16 09:13:07,charles48@example.org,Jacob Stevens,(267)688-3923x6415,,082022,2250000,Fully-paid,1593,FB,2022-07-16 00:00:00,FB,2250000,15171,2250000,,1
1960,2022-07-16 09:14:59,nancy85@example.org,Lori Smith,2109437226,,082022,4699000,Fully-paid,1593,GL,2022-07-16 00:00:00,FB,4699000,14962,4699000,,1
1961,2022-07-16 09:50:01,xcaldwell@example.com,Susan Hansen,+1-933-966-3020,2,082022,1800000,Fully-paid,1659,UP,2022-07-15 00:00:00,FB,1800000,,1800000,,5
1962,2022-07-16 09:54:27,eric65@example.com,Janet King,+1-739-576-8544,,072022,3200000,Fully-paid,1593,FB,2022-07-16 00:00:00,FB,3200000,15112,3200000,,1
1963,2022-07-16 10:01:39,emilymiller@example.com,Brenda Andrade,(576)974-7188,,072022,4166000,Past due,1659,FB,2022-07-16 00:00:00,FB,5166000,,4166000,,2
1964,2022-07-16 13:13:15,jacktaylor@example.net,Claudia Peterson,+1-366-945-8674x49347,,082022,1000000,Deposit,1593,FB,2022-07-16 00:00:00,FB,3666000,15137,1000000,,2
1965,2022-07-16 14:43:36,austinjohnson@example.com,Christopher Jordan,995-220-8990x44444,1,082022,11000000,Fully-paid,7779,FB,2022-07-16 00:00:00,TL,11000000,15351,11000000,,2
1966,2022-07-16 16:45:57,breannaadams@example.com,Shelly Delacruz,001-494-966-9068,,072022,4650000,Past due,5457,FB,2022-07-16 00:00:00,FB,11299000,,4650000,,2
1967,2022-07-16 16:49:40,ggray@example.com,Sarah Peterson,253.316.7398x66835,1,072022,2866000,Deposit,1593,WL,2022-07-16 00:00:00,FB,5366000,14126,2866000,,1
1968,2022-07-16 23:17:40,craigmargaret@example.com,Rebecca Steele,001-299-282-1060x65936,,,3000000,Past due,1593,TDF,2022-07-16 00:00:00,FB,7000000,,3000000,,2
1969,2022-07-16 23:17:40,xjackson@example.net,Tammy Valencia,001-238-339-9690x306,,,3000000,Past due,5457,TDF,2022-07-16 00:00:00,FB,7000000,,3000000,,2
1970,2022-07-16 23:20:06,tamaraswanson@example.com,Angel Craig,654-503-9368,,,6000000,Past due,1593,FB,2022-07-16 00:00:00,FB,7000000,,6000000,,2
1971,2022-07-17 12:58:58,krausemelanie@example.org,Shannon Mcgee,583-503-4682x116,2,072022,2000000,Deposit,7779,FB,2022-07-17 00:00:00,FB,7000000,,2000000,,5
1972,2022-07-17 16:46:55,jhammond@example.org,Richard Wallace,(925)421-7061x44743,1,072022,2250000,Fully-paid,1659,FB,2022-07-17 00:00:00,FB,2250000,15367,2250000,,1
1973,2022-07-18 09:01:15,williamgonzales@example.org,Joseph Bell,+1-926-682-4960x8593,3,082022,1500000,Fully-paid,1593,UP,2022-07-17 00:00:00,TL,1500000,,1500000,,2
1974,2022-07-18 09:04:41,timothyvasquez@example.net,Dr. James Kirby PhD,001-277-334-4783,,072022,2250000,Fully-paid,1593,FB,2022-07-17 00:00:00,FB,2250000,15375,2250000,,2
1975,2022-07-18 09:28:07,lee28@example.org,Sara Garcia,559-362-5115x04779,1,072022,10799000,Fully-paid,1593,GL,2022-07-18 00:00:00,GG,10799000,15250,10799000,,1
1976,2022-07-18 10:53:45,williamsashley@example.com,Diane Harris,001-502-405-3675x6827,1,072022,3400000,Fully-paid,1659,AFF,2022-07-18 00:00:00,FB,3400000,15380,3400000,,1
1978,2022-07-18 11:43:44,lisaestes@example.org,Jeremy Barker,658-992-7641x5061,2,072022,5500000,Deposit,1593,TDF,2022-07-18 00:00:00,FB,10999000,,5500000,,5
1979,2022-07-18 15:11:56,bhammond@example.org,Scott Martin,869-675-8019,2,,4000000,Past due,1593,FB,2022-07-18 00:00:00,FB,10900000,,4000000,,5
1980,2022-07-18 15:18:24,anthony30@example.org,Mary Martinez,001-283-631-9062x050,2,999999,600000,Fully-paid,1593,FB,2022-07-18 00:00:00,FB,600000,,600000,,5
1981,2022-07-18 16:12:47,joanna08@example.net,Claudia Sanchez,+1-602-214-5426x624,1,072022,11799000,Fully-paid,1593,FB,2022-07-18 00:00:00,FB,11799000,15382,11799000,,2
1982,2022-07-18 17:35:40,kathleen54@example.com,Nicholas Walker,001-511-323-4999x44755,2,072022,7000000,Fully-paid,1593,GL,2022-07-18 00:00:00,FB,7000000,15385,7000000,,1
1983,2022-07-18 19:34:15,smithmichael@example.com,Joshua Shelton,777.544.1570,2,072022,4400000,Deposit,5457,FB,2022-07-18 00:00:00,TL,8898000,15386,4400000,,2
1984,2022-07-18 19:58:14,michael13@example.com,Carl Adams,9709278856,,,2500000,Past due,1593,GL,2022-07-18 00:00:00,FB,5366000,,2500000,,1
